llt_code,llt_name,pt_code,llt_whoart_code,llt_harts_code,llt_costart_sym,llt_icd9_code,llt_icd9cm_code,llt_icd10_code,llt_currency,llt_jart_code
10019858,Hereditary and idiopathic peripheral neuropathy,10029331,,,,356,356,,N,
10019859,"Hereditary and idiopathic peripheral neuropathy, other",10029331,,,,356.8,,,Y,
10019860,Hereditary angioedema,10019860,,,,,,,Y,
10019861,Hereditary ataxia NOS,10057660,,,,,,,Y,
10019862,Hereditary cerebral degeneration NOS,10061204,,,,,,,Y,
10019863,Hereditary choroidal dystrophies,10019864,,,,363.5,363.5,,N,
10019864,Hereditary choroidal dystrophy,10019864,,,,,,,Y,
10019865,"Hereditary choroidal dystrophy or atrophy, unspecified",10019864,,,,,363.5,,N,
10019866,Hereditary coproporphyria,10036182,,,,,,,Y,
10019867,Hereditary corneal dystrophies,10011005,,,,371.5,371.5,,N,
10019868,"Hereditary corneal dystrophy, unspecified",10011005,,,,,371.5,,Y,
10019869,Hereditary deafness,10011882,,,,,,,Y,
10019870,"Hereditary disease in family possibly affecting fetus, affecting manag of mother, with delivery",10061205,,,,,655.21,,N,
10019871,"Hereditary disease in family possibly affecting fetus, affecting management of mother",10061205,,,,655.2,655.2,,N,
10019872,"Hereditary disease in family possibly affecting fetus, affecting management of mother, with delivery",10061205,,,,,,,N,
10019873,Hereditary disorder NOS,10061205,,,,,,,Y,
10019874,"Hereditary disturbances in tooth structure, not elsewhere classified",10044047,,,,520.5,520.5,,N,
10019875,Hereditary ear malformation NOS,10014016,,,,,,,Y,
10019876,Hereditary edema of legs,10010535,,,,757,757,,Y,
10019877,Hereditary elliptocytosis,10014490,,,,282.1,282.1,,Y,
10019878,Hereditary fructose intolerance,10019878,,,,271.2,271.2,,Y,
10019879,Hereditary haemolytic anaemia enzyme deficiency,10060893,,,,,,,Y,
10019880,Hereditary haemolytic anaemia NOS,10060893,,,,,,,Y,
10019881,"Hereditary haemolytic anaemia, unspecified",10060893,,,,282.9,,,Y,
10019882,Hereditary haemolytic anaemias,10060893,,,,282,,,Y,
10019883,Hereditary haemorrhagic telangiectasia,10019883,,,,448,,,Y,
10019884,Hereditary hearing disorder,10010493,,,,,,,Y,
10019885,"Hereditary hemolytic anemia, unspecified",10060893,,,,,282.9,,Y,
10019886,Hereditary hemolytic anemias,10060893,,,,,282,,Y,
10019887,Hereditary hemorrhagic telangiectasia,10019883,,,,,448,,Y,
10019889,Hereditary neuropathic amyloidosis,10019889,,,,,,,Y,
10019890,"Hereditary neuropathic amyloidosis, Indiana type",10019889,,,,,,,Y,
10019891,"Hereditary neuropathic amyloidosis, Iowa type",10019889,,,,,,,Y,
10019892,"Hereditary neuropathic amyloidosis, Portuguese type",10019889,,,,,,,Y,
10019893,"Hereditary neuropathic amyloidosis, Swedish type",10019889,,,,,,,Y,
10019894,Hereditary oedema of legs,10010535,,,,,,,Y,
10019895,Hereditary optic atrophy,10019895,,,,,377.16,,Y,
10019896,Hereditary peripheral neuropathy,10062346,,,,356,356,,Y,
10019897,Hereditary progressive muscular dystrophy,10028356,,,,359.1,359.1,,N,
10019898,Hereditary retinal dystrophies,10019899,,,,362.7,362.7,,Y,
10019899,Hereditary retinal dystrophy,10019899,,,,,,,Y,
10019900,"Hereditary retinal dystrophy, unspecified",10019899,,,,,362.7,,Y,
10019901,Hereditary sensory neuropathy,10040037,,,,356.2,356.2,,Y,
10019902,Hereditary sideroblastic anaemia,10019902,,,,,,,Y,
10019903,Hereditary spastic paraplegia,10019903,,,,334.1,334.1,,Y,
10019904,Hereditary spherocytosis,10019904,,,,282,282,,Y,
10019905,Hereditary thrombasthenia,10058896,,,,,,,Y,
10019906,Hermaphroditism,10019906,,2527,HERMAPHRODIT,,,,Y,
10019907,Hermaphroditism female,10047486,421003,,,,,,N,60602
10019908,Hermitism,10003472,,,,,,,Y,
10019909,Hernia,10019909,,2530,HERNIA,,,,Y,829
10019911,Hernia abdominal wall,10060954,,,,,,,Y,
10019912,Hernia congenital,10019912,885001,,ANOMALY CONGEN,,,,Y,933
10019913,Hernia diaphragmatic repair,10019913,,,,,,,Y,
10019914,Hernia hiatal,10020028,,,HERNIA,,,,Y,
10019915,Hernia hiatus repair,10019915,,,,,,,Y,
10019916,Hernia incarcerated,10061207,,,,,,,Y,
10019917,Hernia inguinal,10022016,1482001,,,,,,Y,2577
10019918,Hernia NOS,10019909,1832001,,,,,,Y,
10019919,Hernia NOS gangrenous,10061206,,,,,,,Y,
10019920,"Hernia NOS, obstructive",10061207,,,,,,,Y,
10019921,Hernia of other specified sites,10019909,,,,,,,N,
10019922,Hernia of other specified sites without mention of obstruction or gangrene,10019909,,,,553.8,553.8,,N,
10019923,"Hernia of other specified sites, with gangrene",10061206,,,,551.8,551.8,,N,
10019924,"Hernia of other specified sites, with obstruction",10061207,,,,,,,Y,
10019925,"Hernia of other specified sites, with obstruction, but without mention of gangrene",10061207,,,,552.8,552.8,,N,
10019926,Hernia of unspecified site,10019909,,,,,,,Y,
10019927,Hernia of unspecified site without mention of obstruction or gangrene,10019909,,,,553.9,553.9,,Y,
10019928,"Hernia of unspecified site, with gangrene",10061206,,,,551.9,551.9,,Y,
10019929,"Hernia of unspecified site, with obstruction",10061207,,,,,,,Y,
10019930,"Hernia of unspecified site, with obstruction, but without mention of gangrene",10061207,,,,552.9,552.9,,Y,
10019932,Hernia repair NOS,10062003,,,,,,,Y,
10019933,Hernia strangulated,10053203,,,,,,,Y,
10019934,Hernia unspecified site,10019909,,,,,,,Y,
10019935,Heroin addiction,10013663,,,,,,,Y,
10019936,Herpangina,10019936,,,,74,74,,Y,
10019937,Herpes genital,10018150,867003,,,,,,Y,60401
10019938,Herpes genitalis,10018150,,,,,,,Y,
10019939,Herpes gestationis,10019939,,,,,,,Y,
10019940,Herpes hominis type II,10019948,,,,,,,Y,
10019941,Herpes infection,10019973,,,,,,,Y,
10019942,Herpes labialis,10067152,867004,,,,,,Y,60402
10019943,Herpes lesion intra-oral,10067152,867005,,,,,,Y,60403
10019944,Herpes NOS,10019973,,,,,,,Y,
10019945,Herpes ocular,10062004,1389001,,,,,,Y,2399
10019946,Herpes on lip,10067152,,,,,,,Y,
10019947,Herpes ophthalmic NOS,10062004,,,,,,,Y,
10019948,Herpes simplex,10019948,867001,2535,HERPES SIMPLEX,54,54,,Y,604
10019949,Congenital herpes simplex infection,10019949,,,,,,,Y,
10019950,Herpes simplex dermatitis,10062639,,,,,,,Y,
10019951,Herpes simplex dermatitis of eyelid,10019958,,,,,54.41,,Y,
10019952,Herpes simplex disciform keratitis,10019958,,,,,54.43,,Y,
10019953,Herpes simplex encephalitis,10014590,,,,,,,Y,
10019954,Herpes simplex iridocyclitis,10019958,,,,,54.44,,Y,
10019955,Herpes simplex keratitis,10023334,,,,,,,Y,
10019956,Herpes simplex meningitis,10027242,,,,,54.72,,Y,
10019957,Herpes simplex NOS,10019948,,,,,,,Y,
10019958,Herpes simplex ophthalmic,10019958,,,,,,,Y,
10019959,Herpes simplex otitis externa,10019959,,,,,54.73,,Y,
10019960,Herpes simplex type I,10019948,,,,,,,Y,
10019961,Herpes simplex type II,10019948,,,,,,,Y,
10019962,Herpes simplex virus conjuctivitis neonatal,10049458,,,,,,,N,
10019963,Herpes simplex visceral,10019963,,,,,54.71,,Y,
10019964,Herpes simplex with ophthalmic complications,10019958,,,,54.4,54.4,,N,
10019965,Herpes simplex with other ophthalmic complications,10019958,,,,,54.49,,N,
10019966,Herpes simplex with other specified complication,10019948,,,,,54.79,,N,
10019967,Herpes simplex with other specified complications,10019948,,,,54.7,54.7,,N,
10019968,Herpes simplex with unspecified complication,10019948,,,,54.8,54.8,,N,
10019969,Herpes simplex with unspecified ophthalmic complication,10019958,,,,,54.4,,N,
10019970,Herpes simplex without mention of complication,10019948,,,,54.9,54.9,,Y,
10019971,Herpes viral infection NOS,10019973,,,,,,,Y,
10019973,Herpes virus infection,10019973,,,,,,,Y,3801
10019974,Herpes zoster,10019974,862001,2540,HERPES ZOSTER,53,53,,Y,573
10019975,Herpes zoster (excl ophthalmic),10019974,,,,,,,Y,
10019976,Herpes zoster C2,10019974,,,,,,,Y,
10019977,Herpes zoster dermatitis,10019974,,,,,,,Y,
10019978,Herpes zoster dermatitis of eyelid,10019983,,,,,53.2,,Y,
10019979,Herpes zoster infection neurological NOS,10061208,,,,,,,Y,
10019980,Herpes zoster iridocyclitis,10019983,,,,,53.22,,Y,
10019981,Herpes zoster keratoconjunctivitis,10019983,,,,,53.21,,Y,
10019982,Herpes zoster NOS,10019974,,,,,,,Y,
10019983,Herpes zoster ophthalmic,10019983,,,,,,,Y,
10019984,Herpes zoster ophthalmicus,10019983,,,,,,,Y,
10019985,Herpes zoster otitis externa,10063491,,,,,,,Y,
10019986,Herpes zoster with meningitis,10027242,,,,53,53,,Y,
10019987,Herpes zoster with ophthalmic complications,10019983,,,,53.2,53.2,,N,
10019988,Herpes zoster with other nervous system complications,10061208,,,,53.1,53.1,,N,
10019989,Herpes zoster with other ophthalmic complications,10019983,,,,,53.29,,N,
10019990,Herpes zoster with other specified complication,10019974,,,,,53.79,,N,
10019991,Herpes zoster with other specified complications,10019974,,,,53.7,53.7,,N,
10019992,Herpes zoster with other specified nervous system complication,10061208,,,,,53.19,,N,
10019993,Herpes zoster with unspecified complication,10019974,,,,53.8,53.8,,N,
10019994,Herpes zoster with unspecified nervous system complication,10061208,,,,,53.1,,N,
10019995,Herpes zoster without mention of complication,10019974,,,,53.9,53.9,,N,
10019996,Herpetic gingivostomatitis,10067152,,,,54.2,54.2,,Y,
10019997,Herpetic infection of penis,10018150,,,,,54.13,,Y,
10019998,Herpetic keratitis,10023334,,,,,,,Y,
10019999,Herpetic meningoencephalitis,10027285,,,,54.3,54.3,,Y,
10020000,Herpetic septicaemia,10058876,,,,54.5,,,Y,
10020001,Herpetic septicemia,10058876,,,,,54.5,,Y,
10020002,Herpetic stomatitis,10067152,,,,,,,Y,
10020003,Herpetic ulceration of vulva,10018150,,,,,54.12,,Y,
10020004,Herpetic vulvovaginitis,10018150,,,,,54.11,,Y,
10020005,Herpetic whitlow,10019948,,,,54.6,54.6,,Y,
10020006,Herpetiform lesion,10019973,,,RASH VESIC BULL,,,,Y,
10020007,Herring worm disease,10002533,,,,,,,Y,
10020008,Herxheimer's reaction,10023125,,,,,,,Y,1104
10020009,Hesitancy,10046542,,,,,,,Y,
10020010,Hesitancy urination,10046542,,,URIN IMPAIRED,,,,Y,
10020011,Hesitancy/poor urinary stream,10046542,,,,,,,N,
10020012,Hess test,10062658,,,,,,,Y,
10020013,Heteronymous bilateral field defects,10019455,,,,,368.47,,N,
10020014,Heteronymous hemianopsia,10019455,,,,,,,Y,
10020015,Heterophoria,10020015,,,,378.4,378.4,,Y,
10020016,"Heterophoria, unspecified",10020015,,,,,378.4,,Y,
10020017,Heterophyiasis,10020017,,,,121.6,121.6,,Y,
10020018,Heterosexuality,10020018,,,,,,,Y,
10020019,Heterotropia,10042159,256003,,STRABISMUS,,,,Y,35901
10020020,"Heterotropia, unspecified",10042159,,,,,378.3,,Y,
10020021,Heterozygous haemoglobin S,10040650,,,,,,,Y,
10020022,Hexokinase deficiency anaemia,10020022,,,,,,,Y,
10020023,HHT,10019883,,,,,,,N,
10020024,Hiatal hernia,10020028,,,,,,,Y,
10020025,Hiatal hernia repair,10019915,,,,,,,Y,
10020026,Hiatal hernia type 1,10020028,,,,,,,Y,
10020027,Hiatal hernia type 2,10020028,,,,,,,Y,
10020028,Hiatus hernia,10020028,885004,,,,,,Y,93302
10020029,Hiatus hernia congenital,10010501,,,,,,,Y,
10020030,Hiatus hernia repair,10019915,,,,,,,Y,
10020031,Hiatus hernia specified as causing obstruction,10067357,,,,,,,Y,
10020032,Hiatus hernia specified as incarcerated,10067357,,,,,,,Y,
10020033,Hiatus hernia specified as irreducible,10067357,,,,,,,Y,
10020034,Hiatus hernia specified as strangulated,10067357,,,,,,,Y,
10020035,Hiatus herniorrhaphy,10019915,,,,,,,Y,
10020036,HIB meningitis,10027241,,,,,,,Y,
10020037,Hiccough,10020039,300003,,HICCUP,786.8,786.8,,Y,36101
10020038,Hiccup,10020039,300001,2545,HICCUP,,,,Y,361
10020039,Hiccups,10020039,,,,,,,Y,
10020040,Hidradenitis,10020040,,,,,705.83,,Y,
10020041,Hidradenitis suppurativa,10055027,,,,,,,Y,
10020042,Hidradenoma papilliferum,10042658,,,,,,,Y,
10020043,HIE,10005591,,,,,,,N,
10020044,High,10015535,,,,,,,N,
10020045,High altitude illness,10028013,,,,,,,Y,
10020046,High arched palate,10020046,,,,,,,Y,
10020047,High birthweight baby,10023789,,,,,,,Y,
10020048,High cardiac output state,10007560,,,,,,,Y,
10020049,High cholesterol,10005425,,,,,,,Y,
10020050,High density lipoprotein,10020050,,,,,,,Y,
10020051,High density lipoprotein abnormal,10020051,,,,,,,Y,
10020052,High density lipoprotein cholesterol,10020050,,,,,,,Y,
10020053,High density lipoprotein cholesterol abnormal NOS,10020051,,,,,,,Y,
10020054,High density lipoprotein cholesterol decreased,10020060,,,,,,,Y,
10020055,High density lipoprotein cholesterol high,10020061,,,,,,,Y,
10020056,High density lipoprotein cholesterol increased,10020061,,,,,,,Y,
10020057,High density lipoprotein cholesterol low,10020060,,,,,,,Y,
10020058,High density lipoprotein cholesterol normal,10020062,,,,,,,Y,
10020059,High density lipoprotein decrease,10020060,1358001,,HDL DEC,,,,Y,2279
10020060,High density lipoprotein decreased,10020060,,2283,HDL DEC,,,,Y,
10020061,High density lipoprotein increased,10020061,,,,,,,Y,1176
10020062,High density lipoprotein normal,10020062,,,,,,,Y,
10020063,High feeling,10015535,,,EUPHORIA,,,,Y,
10020064,High fetal head at term,10020065,,,,652.5,652.5,,Y,
10020065,High foetal head,10020065,,,,,,,Y,
10020066,High frequency deafness,10011878,,,,,,,Y,
10020067,High grade B-cell lymphoma Burkitt-like lymphoma,10020067,,,,,,,Y,
10020069,High grade B-cell lymphoma Burkitt-like lymphoma NOS,10020067,,,,,,,Y,
10020070,High grade B-cell lymphoma Burkitt-like lymphoma recurrent,10020070,,,,,,,Y,
10020071,High grade B-cell lymphoma Burkitt-like lymphoma refractory,10020071,,,,,,,Y,
10020072,High grade B-cell lymphoma Burkitt-like lymphoma stage I,10020072,,,,,,,Y,
10020073,High grade B-cell lymphoma Burkitt-like lymphoma stage II,10020073,,,,,,,Y,
10020074,High grade B-cell lymphoma Burkitt-like lymphoma stage III,10020074,,,,,,,Y,
10020075,High grade B-cell lymphoma Burkitt-like lymphoma stage IV,10020075,,,,,,,Y,
10020076,"High head at term, antepartum",10020065,,,,,652.53,,N,
10020077,"High head at term, delivered",10020065,,,,,652.51,,N,
10020078,"High head at term, unspecified as to episode of care",10020065,,,,,652.5,,N,
10020079,High JVP,10047240,,,,,,,Y,
10020080,High output heart failure,10007560,,,,,,,Y,
10020081,High pulse rate,10019303,,,,,,,Y,
10020082,High risk sexual behaviour,10020082,,,,,,,Y,
10020083,High temperature,10037660,,,,,,,Y,
10020084,High tone sensori-neuronal hearing loss,10011891,,,,,,,Y,
10020085,High vaginal laceration during and after labor,10046919,,,,,665.4,,N,
10020086,High vaginal laceration during and after labour,10046919,,,,665.4,,,N,
10020087,"High vaginal laceration, postpartum",10056524,,,,,665.44,,Y,
10020088,"High vaginal laceration, unspecified as to episode of care in pregnancy",10046919,,,,,665.4,,N,
10020089,"High vaginal laceration, with delivery",10046919,,,,,665.41,,N,
10020090,High vaginal smear,10041205,,,,,,,Y,
10020091,Highly allergic,10028164,,,,,,,Y,
10020092,Highly educated,10047905,,,,,,,Y,
10020093,Highly selective vagotomy,10046963,,,,,44.02,,Y,
10020094,Hilar lymphadenopathy,10020094,,,,,,,Y,
10020095,Hip arthrodesis,10061683,,,,,,,Y,
10020096,Hip arthroplasty,10020096,,,,,,,Y,
10020097,Hip deformity NOS,10061209,,,,,,,Y,
10020098,Hip disarticulation,10020098,,,,,,,Y,
10020099,Hip dislocation,10023204,1646003,,,,,,Y,259101
10020100,Hip fracture,10020100,,,,,,,Y,
10020101,Hip osteomyelitis,10031252,,,,,,,Y,
10020102,Hip replacement,10020096,,,,,,,Y,
10020103,Hip sprain,10023229,,,,,,,Y,
10020104,Hip total replacement,10020096,,,,,,,Y,
10020105,Hip X-ray,10048159,,,,,,,Y,
10020106,Hip X-ray abnormal,10048160,,,,,,,Y,
10020107,Hip X-ray normal,10048161,,,,,,,Y,
10020108,Hips osteoarthritis,10031161,,,,,,,Y,
10020109,Hirschsprung's disease,10010539,,,,,,,Y,
10020110,Hirschsprung's disease and other congenital functional disorders of colon,10010539,,,,751.3,751.3,,N,
10020111,Hirsuitism,10020112,,,,,,,N,
10020112,Hirsutism,10020112,18003,2550,HIRSUTISM,704.1,704.1,,Y,60001
10020113,Hirudiniasis,10020113,,,,134.2,134.2,,Y,
10020114,Histamine-like rash,10046735,,,,,,,Y,
10020115,Histiocytoma,10053717,,,,,,,Y,
10020116,Histiocytoma excision,10059443,,,,,,,Y,
10020117,Histiocytosis,10020117,,,,,,,Y,1327
10020119,Histiocytosis X of lung,10023688,,,,,,,Y,
10020120,Histionic personality disorder,10020155,,,,,,,N,
10020121,Histology NOS,10062005,,,,,,,Y,
10020122,Histology NOS abnormal,10062059,,,,,,,Y,
10020123,Histology NOS normal,10062058,,,,,,,Y,
10020124,Histology site unspecified abnormal,10062059,,,,,,,Y,
10020125,Histology site unspecified normal,10062058,,,,,,,Y,
10020127,Histoplasma capsulatum endocarditis,10014676,,,,,115.04,,Y,
10020128,Histoplasma capsulatum infection disseminated,10020144,,,,,,,Y,
10020129,Histoplasma capsulatum meningitis,10027243,,,,,115.01,,Y,
10020130,Histoplasma capsulatum pericarditis,10034489,,,,,115.03,,Y,
10020131,Histoplasma capsulatum pneumonia,10001027,,,,,115.05,,Y,
10020132,Histoplasma capsulatum pneumonitis acute,10001027,,,,,,,Y,
10020133,Histoplasma capsulatum pneumonitis chronic,10009115,,,,,,,Y,
10020134,Histoplasma capsulatum retinitis,10038912,,,,,115.02,,Y,
10020135,Histoplasma duboisii endocarditis,10014676,,,,,115.14,,Y,
10020136,Histoplasma duboisii meningitis,10027243,,,,,115.11,,Y,
10020137,Histoplasma duboisii pericarditis,10034489,,,,,115.13,,Y,
10020138,Histoplasma duboisii pneumonia,10001027,,,,,115.15,,Y,
10020139,Histoplasma duboisii retinitis,10038912,,,,,115.12,,Y,
10020141,Histoplasmosis,10020141,,,,115,115,,Y,
10020142,Histoplasmosis acute,10020141,,,,,,,Y,
10020143,Histoplasmosis chronic,10020141,,,,,,,Y,
10020144,Histoplasmosis disseminated,10020144,,,,,,,Y,
10020145,Histoplasmosis endocarditis,10014676,,,,,115.94,,Y,
10020146,Histoplasmosis meningitis,10027243,,,,,115.91,,Y,
10020147,Histoplasmosis NOS,10020141,,,,,,,Y,
10020148,Histoplasmosis pericarditis,10034489,,,,,115.93,,Y,
10020149,Histoplasmosis pneumonia,10001027,,,,,115.95,,Y,
10020150,Histoplasmosis retinitis,10038912,,,,,115.92,,Y,
10020151,"Histoplasmosis, unspecified",10020141,,,,115.9,115.9,,Y,
10020152,"Histoplasmosis, unspecified with mention of other manifestation",10020141,,,,,115.99,,N,
10020153,"Histoplasmosis, unspecified without mention of manifestation",10020141,,,,,115.9,,N,
10020154,Histrionic personality,10020155,,,,,,,Y,
10020155,Histrionic personality disorder,10020155,,,,,301.5,,Y,
10020156,"Histrionic personality disorder, unspecified",10020155,,,,,301.5,,Y,
10020157,HIV antibody present (excl overt disease),10058736,,,,,,,Y,
10020158,HIV antigen (p24) test,10058763,,,,,,,Y,
10020159,HIV carrier,10020159,,,,,,,Y,
10020160,HIV disease,10020161,,,HIV SYND,,,,Y,
10020161,HIV infection,10020161,,,,H,,,Y,
10020162,HIV infection CDC Group I,10020162,,,,,,,Y,
10020163,HIV infection CDC Group II,10020163,,,,,,,Y,
10020164,HIV infection CDC Group III,10020164,,,,,,,Y,
10020165,HIV infection CDC group IV NOS,10061519,,,,,,,Y,
10020166,HIV infection CDC Group IV subgroup A,10020166,,,,,,,Y,
10020167,HIV infection CDC Group IV subgroup B,10020167,,,,,,,Y,
10020168,HIV infection CDC Group IV subgroup C1,10020168,,,,,,,Y,
10020169,HIV infection CDC Group IV subgroup C2,10020169,,,,,,,Y,
10020170,HIV infection CDC Group IV subgroup D,10020170,,,,,,,Y,
10020171,HIV infection CDC Group IV subgroup E,10020171,,,,,,,Y,
10020172,HIV infection NOS,10020161,,,,,,,Y,
10020173,HIV infection with constitutional disease,10020166,,,,,,,Y,
10020174,HIV infection with neurologic disease,10020167,,,,,,,N,
10020175,HIV infection with other conditions,10020171,,,,,,,Y,
10020176,HIV infection with other specified secondary infections,10020169,,,,,,,Y,
10020177,HIV infection with secondary cancers,10020170,,,,,,,Y,
10020178,HIV infection with specific secondary infections,10020161,,,,,,,Y,
10020179,HIV negative,10020187,,,,,,,Y,
10020180,HIV positive,10020188,,,,,,,Y,
10020181,HIV positve,10020188,,,,,,,N,
10020182,HIV repeat reactive,10020188,,,,,,,Y,
10020183,HIV seropositive NOS,10020188,,,,,,,Y,
10020184,HIV status,10020185,,,,,,,Y,
10020185,HIV test,10020185,,,,,,,Y,
10020186,HIV test false positive,10020186,,,,,,,Y,
10020187,HIV test negative,10020187,,,,,,,Y,
10020188,HIV test positive,10020188,1326001,,HIV TEST POS,,,,Y,2238
10020189,HIV test positve,10020188,,,HIV TEST POS,,,,N,
10020190,HIV tests,10020185,,,,,,,Y,
10020191,HIV with persistent generalized adenopathy,10049025,,,,,,,Y,
10020192,HIV-1,10020161,,,,,,,N,
10020193,HIV-2,10020161,,,,,,,N,
10020194,HIV-2 infection,10020161,,,,,,,Y,
10020195,HIV-3,10020164,,,,,,,Y,
10020196,HIV-related dementia,10065040,,,,,,,Y,
10020197,Hives,10046735,44005,,URTICARIA,,,,Y,49501
10020198,Hives giant,10002424,,,ANGIOEDEMA,,,,Y,
10020199,HLA marker tests NOS,10062006,,,,,,,Y,
10020200,Hoarse voice,10013952,,,,,,,Y,
10020201,Hoarseness,10013952,103004,,VOICE ALTERAT,,,,Y,6603
10020202,Hoarseness of voice,10013952,,,,,,,Y,
10020203,HOCM,10020871,,,,,,,N,
10020204,HOCM Hypertrophic obstructive cardiomyopathy,10020871,,,,,,,Y,
10020205,Hodgins,10020206,,,LYMPHOMA LIKE REACT,,,,N,
10020206,Hodgkin's disease,10020206,,,,201,201,,Y,
10020207,Hodgkin's disease disseminated,10061597,,,,,,,Y,
10020208,Hodgkin's disease lymphocyte depletion stage I site unspecified,10020208,,,,,,,Y,
10020209,Hodgkin's disease lymphocyte depletion stage I subdiaphragm,10020209,,,,,,,Y,
10020210,Hodgkin's disease lymphocyte depletion stage I supradiaphragm,10020210,,,,,,,Y,
10020211,Hodgkin's disease lymphocyte depletion stage II site unspecified,10020211,,,,,,,Y,
10020212,Hodgkin's disease lymphocyte depletion stage II subdiaphragm,10020212,,,,,,,Y,
10020213,Hodgkin's disease lymphocyte depletion stage II supradiaphragm,10020213,,,,,,,Y,
10020215,Hodgkin's disease lymphocyte depletion type recurrent,10020215,,,,,,,Y,
10020216,Hodgkin's disease lymphocyte depletion type refractory,10020216,,,,,,,Y,
10020217,Hodgkin's disease lymphocyte depletion type stage III,10020217,,,,,,,Y,
10020218,Hodgkin's disease lymphocyte depletion type stage IV,10020218,,,,,,,Y,
10020219,Hodgkin's disease lymphocyte depletion type stage unspecified,10020219,,,,,,,Y,
10020220,Hodgkin's disease lymphocyte predominance stage I site unspec,10020220,,,,,,,Y,
10020221,Hodgkin's disease lymphocyte predominance stage I subdiaphragm,10020221,,,,,,,Y,
10020222,Hodgkin's disease lymphocyte predominance stage I supradiaphragm,10020222,,,,,,,Y,
10020223,Hodgkin's disease lymphocyte predominance stage II site unspec,10020223,,,,,,,Y,
10020224,Hodgkin's disease lymphocyte predominance stage II subdiaphragm,10020224,,,,,,,Y,
10020225,Hodgkin's disease lymphocyte predominance stage II supradiaphragm,10020225,,,,,,,Y,
10020227,Hodgkin's disease lymphocyte predominance type recurrent,10020227,,,,,,,Y,
10020228,Hodgkin's disease lymphocyte predominance type refractory,10020228,,,,,,,Y,
10020229,Hodgkin's disease lymphocyte predominance type stage III,10020229,,,,,,,Y,
10020230,Hodgkin's disease lymphocyte predominance type stage IV,10020230,,,,,,,Y,
10020231,Hodgkin's disease lymphocyte predominance type stage unspecified,10020231,,,,,,,Y,
10020232,Hodgkin's disease mixed cellularity,10020242,,,,,,,Y,
10020233,Hodgkin's disease mixed cellularity recurrent,10020233,,,,,,,Y,
10020234,Hodgkin's disease mixed cellularity refractory,10020234,,,,,,,Y,
10020235,Hodgkin's disease mixed cellularity stage I site unspecified,10020235,,,,,,,Y,
10020236,Hodgkin's disease mixed cellularity stage I subdiaphragmatic,10020236,,,,,,,Y,
10020237,Hodgkin's disease mixed cellularity stage I supradiaphragmatic,10020237,,,,,,,Y,
10020238,Hodgkin's disease mixed cellularity stage II subdiaphragmatic,10020238,,,,,,,Y,
10020239,Hodgkin's disease mixed cellularity stage II supradiaphragmatic,10020239,,,,,,,Y,
10020240,Hodgkin's disease mixed cellularity stage III,10020240,,,,,,,Y,
10020241,Hodgkin's disease mixed cellularity stage IV,10020241,,,,,,,Y,
10020242,Hodgkin's disease mixed cellularity stage unspecified,10020242,,,,,,,Y,
10020244,Hodgkin's disease nodular sclerosis,10020254,,,,,,,Y,
10020245,Hodgkin's disease nodular sclerosis recurrent,10020245,,,,,,,Y,
10020246,Hodgkin's disease nodular sclerosis refractory,10020246,,,,,,,Y,
10020247,Hodgkin's disease nodular sclerosis stage I site unspecified,10020247,,,,,,,Y,
10020248,Hodgkin's disease nodular sclerosis stage I subdiaphragmatic,10020248,,,,,,,Y,
10020249,Hodgkin's disease nodular sclerosis stage I supradiaphragmatic,10020249,,,,,,,Y,
10020250,Hodgkin's disease nodular sclerosis stage II subdiaphragmatic,10020250,,,,,,,Y,
10020251,Hodgkin's disease nodular sclerosis stage II supradiaphragmatic,10020251,,,,,,,Y,
10020252,Hodgkin's disease nodular sclerosis stage III,10020252,,,,,,,Y,
10020253,Hodgkin's disease nodular sclerosis stage IV,10020253,,,,,,,Y,
10020254,Hodgkin's disease nodular sclerosis stage unspecified,10020254,,,,,,,Y,
10020255,Hodgkin's disease NOS,10020206,,,,,,,Y,
10020256,Hodgkin's disease NOS recurrent,10020266,,,,,,,Y,
10020257,Hodgkin's disease NOS refractory,10020267,,,,,,,Y,
10020258,Hodgkin's disease NOS stage I,10020268,,,,,,,Y,
10020259,Hodgkin's disease NOS stage I subdiaphragmatic presentation,10020268,,,,,,,Y,
10020260,Hodgkin's disease NOS stage I supradiaphragmatic presentation,10020268,,,,,,,Y,
10020261,Hodgkin's disease NOS stage II,10020269,,,,,,,Y,
10020262,Hodgkin's disease NOS stage II subdiaphragmatic presentation,10020269,,,,,,,Y,
10020263,Hodgkin's disease NOS stage II supradiaphragmatic presentation,10020269,,,,,,,Y,
10020264,Hodgkin's disease NOS stage III,10020270,,,,,,,Y,
10020265,Hodgkin's disease NOS stage IV,10061597,,,,,,,Y,
10020266,Hodgkin's disease recurrent,10020266,,,,,,,Y,
10020267,Hodgkin's disease refractory,10020267,,,,,,,Y,
10020268,Hodgkin's disease stage I,10020268,,,,,,,Y,
10020269,Hodgkin's disease stage II,10020269,,,,,,,Y,
10020270,Hodgkin's disease stage III,10020270,,,,,,,Y,
10020271,Hodgkin's disease unclassifiable,10020271,,,,,,,Y,
10020272,"Hodgkin's disease, lymphocytic depletion",10020219,,,,201.7,201.7,,Y,
10020273,"Hodgkin's disease, lymphocytic depletion, involving intra-abdominal lymph nodes",10020206,,,,,201.73,,Y,
