llt_code,llt_name,pt_code,llt_whoart_code,llt_harts_code,llt_costart_sym,llt_icd9_code,llt_icd9cm_code,llt_icd10_code,llt_currency,llt_jart_code
10033479,Dolor pélvico,10034263,,,PAIN PELVIC,,,,Y,
10033482,Dolor pleural,10035623,,,PAIN,,,,Y,
10033485,Dolor prostático,10036968,,,PAIN,,,,Y,
10033494,Dolor de garganta,10068319,,,PHARYNGITIS,,,,Y,
10033498,Dolor uretral,10046461,,,PAIN URETHRA,,,,Y,
10033499,Agravamiento del dolor,10033371,,,,,,,Y,
10033501,Dolor de tobillo,10003239,,,,,,,Y,
10033503,Brazo adolorido,10033425,,,,,,,Y,
10033504,Mamas adoloridas,10006298,,,,,,,Y,
10033506,Pie adolorido,10033425,,,,,,,Y,
10033508,Mano adolorida,10033425,,,,,,,Y,
10033509,Caderas dolorosas,10003239,,,,,,,Y,
10033510,Coito doloroso,10013941,,,,,,,Y,
10033511,Articulaciones dolorosas,10003239,,,,,,,Y,
10033512,Rodilla dolorosas,10003239,,,,,,,Y,
10033516,Ojo rojo adolorido,10015958,,,,,,,Y,
10033522,Dolores en piernas,10033425,,,,,,,Y,
10033553,Síndrome de eritrodisestesia palmoplantar,10033553,,,,,,,Y,
10033557,Palpitaciones,10033557,,,,785.1,785.1,,Y,
10033775,Parestesia,10033775,137001,,PARESTHESIA,,,,Y,295
10034009,Temblor de tipo parkinsoniano,10044565,,,,,,,Y,
10034016,Paroniquia,10034016,1424001,,NAIL DIS,,,,Y,2429
10034206,Edema de pie,10030124,,,,,,,Y,
10034263,Dolor pélvico,10034263,730004,3940,PAIN PELVIC,,,,Y,68321
10034310,Dolor de pene,10034310,,,,,,,Y,
10034546,Dolor periorbitario,10015958,,,,,,,Y,
10034570,Edema periférico,10030124,,1630,EDEMA PERIPH,,,,Y,
10034611,Edema periférico,10030124,,,,,,,Y,
10034620,Neuropatía periférica sensitiva,10034620,1313003,,,,,,Y,237402
10034734,Transpiración excesiva,10020642,43005,,SWEAT,,,,Y,74907
10034835,Faringitis,10034835,523001,4115,PHARYNGITIS,,,,Y,36
10034924,Dificultad para la fonación,10013952,,,,,,,Y,6605
10034960,Fotofobia,10034960,250001,4140,PHOTOPHOBIA,,,,Y,366
10034963,Dermatitis fotosensible,10034972,,1417,,,,,Y,
10034964,Eritema fotosensible,10034972,,,,,,,Y,
10034965,Reacción fotosensible,10034972,,,,,,,Y,
10034966,Fotosensibilidad,10034972,,,,,,,Y,25301
10034972,Reacción de fotosensibilidad,10034972,22001,3919,PHOTOSENSITIVITY,,,,Y,253
10034975,Fotosensibilizado,10034972,,,,,,,Y,
10034977,Fototoxicidad,10034972,,,,,,,Y,
10035049,Granos,10000496,,,ACNE,,,,Y,
10035613,Dolor pleural,10035623,526001,,PAIN,,,,Y,159
10035623,Dolor pleurítico,10035623,,,,,,,Y,
10036149,Concentración deficiente,10013496,,,,,,,Y,
10036464,Martilleo en la cabeza,10019211,,,,,,,Y,
10036774,Proctitis,10036774,321001,4290,PROCTITIS,,,,Y,652
10036968,Dolor prostático,10036968,,,,,,,Y,
10037086,Prurito,10037087,,,,,,,Y,
10037087,Prurito,10037087,24001,,,,,,Y,
10037660,Pirexia,10037660,725004,,FEVER,,,,Y,75402
10037730,Bascoso,10028813,,,NAUSEA,,,,Y,
10037769,Sensibilidad cutánea por radiación,10063562,,,,,,,Y,
10037847,Erupción acneiforme,10012432,1004,,,,,,Y,29909
10037868,Erupción maculopapular,10037868,30001,,RASH MAC PAP,,,,Y,759
10037883,Erupción por fotosensibilidad,10034972,,,PHOTOSENSITIVITY,,,,Y,
10037895,Erupción similar a la urticaria,10046735,,,,,,,Y,49503
10037896,Erupción urticarial,10046735,,,URTICARIA,,,,Y,
10038035,Sangrado rectal,10038063,1014003,2415,HEM RECTAL,,,,Y,216001
10038063,Hemorragia rectal,10038063,,,,,,,Y,
10038197,Orina roja,10008796,,,,,,,Y,21805
10038652,Irregularidad en la respiración,10038683,,,,,,,Y,104301
10038653,Respiración costosa,10013968,514005,,DYSPNEA,,,,Y,26907
10038654,Respiración costosa,10013968,,,,,,,Y,
10038683,Trastorno respiratorio,10038683,536001,4490,RESPIRAT DIS,,,,Y,270
10038743,Inquietud,10038743,,,NERVOUSNESS,,,,Y,
10038784,Retención de orina,10046555,,,,,,,Y,
10039071,Reumatismo (solo articulaciones),10003239,,,ARTHRITIS RHEUMAT,,,,Y,
10039101,Rinorrea,10039101,539006,,,,,,Y,76715
10039176,Escalofrío,10008531,,,,,,,Y,
10039177,Escalofríos,10008531,731001,,CHILLS,,,,Y,64
10039183,Pitido en oídos,10043882,264009,,TINNITUS,,,,Y,35608
10039235,Aspereza de la piel de la cara,10013786,,,,,,,Y,
10039296,Moqueo,10039101,,,,,,,Y,
10039354,Dolor sacroilíaco,10003239,717009,,PAIN BACK,,,,Y,74401
10039521,Dolor a la presión en el cuero cabelludo,10033474,113007,,,,,,Y,61807
10039757,Dolor de escroto,10039757,1500003,,PAIN,,,,Y,269901
10039950,Semicoma,10012373,151003,,STUPOR,,,,Y,28801
10039951,Semiconsciente,10012373,,,,,,,Y,
10040011,Sensibilidad de las encías,10018286,,,,,,,Y,
10040019,Sensorio disminuido,10012373,,,STUPOR,,,,Y,
10040039,Neuropatía periférica sensitiva,10034620,,,,,,,Y,
10040481,Apetito sexual disminuido,10024419,,,,,,,Y,51101
10040527,Temblores,10044565,,,NERVOUSNESS,,,,Y,
10040528,Temblorina,10044565,154010,,TREMOR,,,,Y,47501
10040530,Manos temblorosas,10044565,,,,,,,Y,
10040558,Tiritona,10008531,731003,,CHILLS,,,,Y,6403
10040559,Tiritona,10008531,731005,,,,,,Y,6404
10040596,Respiración dificil,10013968,,,,,,,Y,
10040618,Dolor de hombro (debido a trastorno articular),10003239,,,,,,,Y,
10040753,Sinusitis,10040753,540001,4655,SINUSITIS,,,,Y,813
10040777,Dolor del esqueleto,10006002,1347001,,PAIN,,,,Y,2283
10040835,Piel seca,10013786,1123001,,SKIN DRY,,,,Y,1100
10040850,Piel enrojecida,10016825,207006,,VASODILAT,,,,Y,64808
10040865,Hiperpigmentación de la piel,10040865,36003,,SKIN DISCOLOR,,,,Y,78704
10040903,Olor anormal de la piel,10040904,39001,,BODY ODOR,,,,Y,784
10040904,Olor anormal de la piel,10040904,,,,,,,Y,
10040917,Piel áspera,10013786,,,,,,,Y,78512
10040918,Aspereza de la piel,10013786,,,,,,,Y,78508
10040925,Estrías en la piel,10040925,40001,4670,SKIN STRIAE,,,,Y,783
10040943,Úlcera de la piel,10040943,,5215,ULCER SKIN,,,,Y,
10040947,Ulceración de la piel,10040943,41001,,ULCER SKIN,,,,Y,779
10040982,Sueño disminuido,10022437,183006,,INSOMNIA,,,,Y,82203
10040983,Sueño dificil,10022437,183007,,INSOMNIA,,,,Y,82204
10041001,Pérdida del sueño,10022437,,,,,,,Y,
10041017,Falta de sueño,10022437,183004,,INSOMNIA,,,,Y,82209
10041219,Mal olor corporal,10040904,,,BODY ODOR,,,,Y,
10041221,Pies malolientes,10040904,,,,,,,Y,
10041353,Espalda dolorida,10003988,,,,,,,Y,
10041354,Mamas dolorosas,10006298,,,,,,,Y,
10041356,Dolor de ojo,10015958,,,,,,,Y,
10041357,Dolor de ojos,10015958,,,,,,,Y,
10041358,Pie dolorido,10033425,,,,,,,Y,
10041359,Encías dolorosas,10018286,,,,,,,Y,
10041362,Dolorimiento bucal,10031009,,3937,,,,,Y,
10041367,Garganta dolorosa,10068319,,3944,PHARYNGITIS,,,,Y,
10041371,Encías doloridas,10018286,,,GINGIVITIS,,,,Y,
10041372,Dolorimiento ocular,10015958,,,,,,,Y,
10041466,Trastorno del habla,10041466,150001,4685,SPEECH DIS,,,,Y,225
10042012,Esterilidad,10021926,,,FERTIL DEC FEM,,,,Y,
10042023,Acné esteroideo,10000496,,,,,,,Y,29905
10042066,Punzada,10033371,,,PARESTHESIA,,,,Y,
10042068,Sensación de pinchazos en los ojos,10015958,,,,,,,Y,
10042079,Sensación de ardor en el estómago,10013946,,,,,,,Y,81202
10042106,Plenitud en el estómago,10000060,,,,,,,Y,38401
10042128,Estomatitis,10042128,327001,4800,STOMATITIS,528,528,,Y,257
10042156,Heces sueltas,10012735,205004,,DIARRHEA,,,,Y,22202
10042157,Heces acuosas,10012735,205003,,DIARRHEA,,,,Y,22201
10042209,Estrés,10042209,,,,,,,Y,
10042223,Estrías,10040925,,,SKIN STRIAE,,,,Y,78302
10042227,Estrías en la piel,10040925,,,SKIN STRIAE,,,,Y,
10042493,Ampolla por el sol,10034972,,,,,,,Y,
10042494,Sensibilidad al sol,10034972,,,,,,,Y,
10042504,Quemadura superficial,10053615,,,,,,,Y,
10042645,Deglución dificultosa,10013950,280005,,DYSPHAGIA,,,,Y,5901
10042646,Trastorno al tragar,10013950,,,DYSPHAGIA,,,,Y,
10042647,Deglución alterada,10013950,280007,,DYSPHAGIA,,,,Y,5903
10042649,Espasmo durante la deglución,10013950,280006,,DYSPHAGIA,,,,Y,5902
10042651,Sensación de vaivén,10013573,,,,,,,Y,
10042661,Sudoración,10020642,,,SWEAT,,,,Y,
10042663,Crisis sudoral,10020642,,,,,,,Y,
10042664,Sudoración disminuida,10021013,1298001,4840,SWEAT DEC,,,,Y,2366
10042665,Sudoración fácil,10020642,,,,,,,Y,74901
10042667,Sudoración aumentada,10020642,43001,4835,SWEAT,,,,Y,749
10042670,Sudoroso,10020642,,,,,,,Y,
10042679,Hinchazón de abdomen,10000060,,,ABDO ENLARGE,,,,Y,
10042680,Hinchazón de brazo,10030124,,,,,,,Y,
10042693,Hinchazón de pies,10030124,,,,,,,Y,
10042694,Hinchazón de los dedos de la mano,10030124,,,,,,,Y,
10042695,Hinchazón de manos,10030124,,,,,,,Y,
10042700,Hinchazón de piernas,10030124,,,,,,,Y,
10042701,Hinchazón de miembro,10030124,,,,,729.81,,Y,
10042702,Hinchazón de miembros,10030124,,,,,,,Y,84903
10042714,Abdomen hinchado,10000060,711003,,ABDO ENLARGE,,,,Y,81401
10042716,Brazo hinchado,10030124,,,,,,,Y,
10042721,Articulación hinchada,10023232,,,,,,,Y,
10042722,Articulaciones hinchadas,10023232,,,ARTHROSIS,,,,Y,
10042726,Pulgar hinchado,10030124,,,,,,,Y,
10043123,Anormalidad del gusto,10013911,,,,,,,Y,85509
10043126,Gusto alterado,10013911,,,,,,,Y,
10043127,Sabor amargo,10013911,267003,,TASTE PERVERS,,,,Y,85503
10043129,Gusto cambiado,10013911,,,,,,,Y,
10043132,Alteración del gusto,10013911,,,,,,,Y,
10043133,Sabor a ajo,10013911,267004,,TASTE PERVERS,,,,Y,85508
10043135,Sabor metálico,10013911,267005,,TASTE PERVERS,,,,Y,85502
10043136,Sabor extraño,10013911,267006,,TASTE PERVERS,,,,Y,85501
10043139,Gusto salado,10013911,,,,,,,Y,85506
10043140,Gusto agrio,10013911,,,,,,,Y,85512
10043141,Gusto dulce,10013911,,,,,,,Y,85511
10043171,Ojos acuosos,10023644,,,LACRIMATION DIS,,,,Y,
10043172,Ojos llorosos,10023644,,,,,,,Y,
10043174,Castañeteo de dientes,10008531,,,,,,,Y,
10043208,Cefalea temporal,10019211,,,HEADACHE,,,,Y,
10043215,Artralgia temporomandibular,10003239,,,,,,,Y,
10043228,Dolor de ojo a la palpación,10015958,,,PAIN EYE,,,,Y,
10043230,Dolor muscular a la palpación,10028411,,,MYALGIA,,,,Y,
10043345,Dolor testicular,10043345,1500001,,,,,,Y,2699
10043520,Infección de garganta,10034835,543003,,,,,,Y,38501
10043524,Anginas,10068319,523004,,PHARYNGITIS,,,,Y,3607
10043858,Tirantez en el pecho,10008469,,,PAIN CHEST,,,,Y,
10043876,Cosquilleo,10033775,,,PARESTHESIA,,,,Y,
10043882,Acúfenos,10043882,264001,5050,TINNITUS,388.3,388.3,,Y,356
10043885,Cansado todo el tiempo,10016256,,,,,,,Y,
10043889,Cansado,10016256,,,,,,,Y,
10043890,Cansancio,10016256,724005,,ASTHENIA,,,,Y,80005
10043990,Temblor de la lengua,10044565,330003,,,,,,Y,53101
10044017,Dolor de dientes,10044055,1376001,,,,,,Y,1053
10044034,Trastorno de diente,10044034,336001,5065,TOOTH DIS,,,,Y,307
10044055,Dolor dental,10044055,,,PAIN,,,,Y,
10044562,Temblequear,10044565,,,,,,,Y,
10044563,Tembloroso,10044565,,,TREMOR,,,,Y,
10044565,Temblor,10044565,154001,5080,TREMOR,,,,Y,475
10044580,Tembloroso,10044565,,,TREMOR,,,,Y,
10045303,Úlcera de pie,10040943,,,,,,,Y,
10045334,Úlcera de piel,10040943,,,ULCER SKIN,,,,Y,
10045373,Úlceras de las extremidades,10040943,,,,,,,Y,1051
10045473,Incapaz de enfocar,10047513,,,,,,,Y,
10046461,Dolor uretral,10046461,625003,3945,PAIN URETHRA,,,,Y,71502
10046497,Micción urgente,10027566,,,URIN URGENCY,,,,Y,
10046539,Micciones frecuentes,10036018,606003,,URIN FREQUENCY,,788.41,,Y,261002
10046543,Incontinencia urinaria,10046543,156001,2895,INCONTIN URIN,,,,Y,709
10046555,Retención urinaria,10046555,157001,5285,URIN RETENT,,,,Y,710
10046593,Urgencia urinaria,10027566,606004,5295,URIN URGENCY,,,,Y,261003
10046602,Micción involuntaria,10046543,156006,,INCONTIN URIN,,,,Y,70904
10046604,Urgencia urinaria,10027566,,,URIN URGENCY,,,,Y,
10046628,Cambio de color de la orina,10008796,,,URIN ABNORM,,,,Y,
10046629,Cambio de color de la orina,10008796,629003,,,,,,Y,70709
10046645,Incontinencia de orina,10046543,156005,,INCONTIN URIN,,,,Y,70907
10046735,Urticaria,10046735,44001,5305,URTICARIA,708,708,,Y,495
10046737,Urticaria aguda,10046735,45001,,URTICARIA,,,,Y,143
10046758,Erupción urticaria,10046735,,,,,,,Y,
10046759,Síntoma de urticaria,10046735,,,,,,,Y,49505
10046809,Dolor uterino,10046809,,,,,,,Y,
10046883,Sangrado vaginal,10046910,,,,,,,Y,
10046901,Secreción vaginal,10046901,654005,,LEUKORRHEA,,,,Y,74505
10046910,Hemorragia vaginal,10046910,668001,,HEM VAGINAL,,,,Y,623
10046937,Dolor vaginal,10069055,1505004,,,,,,Y,271604
10047260,Ulceración venosa,10040943,,,,,,,Y,
10047513,Visión borrosa,10047513,257004,,AMBLYOPIA,,,,Y,40808
10047519,Visión doble,10013036,241003,,DIPLOPIA,,,,Y,80701
10047523,Pérdida de visión nocturna,10029404,,,BLIND NIGHT,,,,Y,
10047569,Destellos visuales,10034962,,,,,,,Y,
10047681,Alteración de la voz,10013952,103005,5435,VOICE ALTERAT,,,,Y,6602
10047682,Trastorno de la voz,10013952,,,,784.4,784.4,,Y,
10047699,Vómitos,10047700,,,,,,,Y,
10047791,Sequedad vulvovaginal,10047791,,,,,,,Y,
10047836,Pérdida excesiva de agua,10012174,,,DEHYDRAT,,,,Y,
10047844,Pirosis,10013946,,,,,,,Y,
10047848,Ojos húmedos,10023644,,,,,,,Y,
10047849,Diarrea acuosa,10012735,,,,,,,Y,
10047862,Debilidad,10003549,,,,,,,Y,86407
10047871,Abatimiento,10016256,724006,,ASTHENIA,,,,Y,80006
10047906,Habones,10046735,,,URTICARIA,,,,Y,
10047918,Ronchas,10046735,44004,,URTICARIA,,,,Y,49504
10047921,Sibilancia,10047924,,,,,,,Y,
10047923,Pitidos,10047924,511006,,,,,,Y,13209
10047924,Sibilancia,10047924,,,ASTHMA,,,,Y,
10047927,Sibilante,10047924,,,,,,,Y,
10048018,Aturdimiento,10013573,101006,,DIZZINESS,,,,Y,86906
10048019,Aturdido,10013573,,,,,,,Y,
10048024,Rendido,10016256,,,,,,,Y,
10048025,Preocupación,10002855,,,,,,,Y,
10048294,Cambios en el nivel de conciencia,10048294,,,,,,,Y,
10048677,Dolor en la nalga,10028391,,,,,,,Y,
10048692,Dolor de muñeca,10003239,,,,,,,Y,
10048746,Sensación de repleción abdominal,10000060,,,,,,,Y,
10048838,Heces blandas,10012735,,,,,,,Y,
10048913,Articulación sensible a la palpación,10003239,,,,,,,Y,
10048922,Úlcera en el tobillo,10040943,,,,,,,Y,
10048959,Hinchazón periférico,10030124,,,,,,,Y,
10048968,Dolor de cabeza occipital,10019211,,,,,,,Y,
10048969,Dolor de cabeza parietal,10019211,,,,,,,Y,
10048971,Dolor general en el cuerpo,10033371,,,,,,,Y,
10048973,Dolor en el muslo,10033425,,,,,,,Y,
10049034,Úlcera en el talón,10040943,,,,,,,Y,
10049120,Dolor del cuero cabelludo,10033474,,,,,,,Y,
10049122,Dolor de cabeza premenstrual,10019211,,,,,,,Y,
10049136,Espasmos gastrointestinales,10017999,,,,,,,Y,
10049200,Sibilancias asmáticas,10047924,,,,,,,Y,
10049281,Pérdida de uñas,10049274,,,,,,,Y,
10049308,Sensibilidad en la boca,10031009,,,,,,,Y,
10049309,Dolor en la boca,10031009,,,,,,,Y,
10049310,Ardor en la boca,10031009,,,,,,,Y,
10049311,Boca quemada,10053615,,,,,,,Y,
10049318,Ulceraciones bucales,10042128,,,,,,,Y,
10049320,Ulceraciones en el paladar,10042128,,,,,,,Y,
10049321,Enrojecimiento de la boca,10042128,,,,,,,Y,
10049322,Heridas abiertas en la boca,10042128,,,,,,,Y,
10049323,Irritación del paladar,10042128,,,,,,,Y,
10049324,Boca agrietada,10042128,,,,,,,Y,
10049325,Inflamación de la boca,10042128,,,,,,,Y,
10049328,Ampollas en la boca,10042128,,,,,,,Y,
10049329,Inflamación debajo de la boca,10042128,,,,,,,Y,
10049332,Boca fruncida,10013781,,,,,,,Y,
10049340,Erupción en labios,10008417,,,,,,,Y,
10049342,Labios irritados,10008417,,,,,,,Y,
10049343,Labios cortados,10008417,,,,,,,Y,
10049344,Enrojecimiento en la comisura de los labios,10008417,,,,,,,Y,
10049345,Inflamación de los labios,10008417,,,,,,,Y,
10049348,Dolor en la comisura de los labios,10042128,,,,,,,Y,
10049351,Llaga labial,10008417,,,,,,,Y,
10049353,Adormecimiento de los labios,10057371,,,,,,,Y,
10049358,Labios adoloridos,10024561,,,,,,,Y,
10049359,Ardor en los labios,10024561,,,,,,,Y,
10049360,Labios sensibles,10024561,,,,,,,Y,
10049400,Ador en las encías,10018286,,,,,,,Y,
10049401,Picor en las encías,10018286,,,,,,,Y,
10049402,Dolor punzante en las encías,10018286,,,,,,,Y,
10049403,Dolor en las encías,10018286,,,,,,,Y,
10049405,Irritación de las encías,10018286,,,,,,,Y,
10049503,Problema para dar el pecho (materno),10061261,,,,,,,Y,
10049602,Mala digestión,10013946,,,,,,,Y,
10049875,Estado de vigilancia disminuido,10012373,,,,,,,Y,
10049898,Cólicos intestinales,10017999,,,,,,,Y,
10049900,Calambres intestinales,10017999,,,,,,,Y,
10049922,Cambio de color de la uña del dedo,10028692,,,,,,,Y,
10050007,Dolor fulgurante,10033371,,,,,,,Y,
10050064,Edema de dedos,10030124,,,,,,,Y,
10050065,Edema de manos,10030124,,,,,,,Y,
10050068,Edema de miembros,10030124,,,,,,,Y,
10050492,Incontinencia fecal,10016092,,,,,,,Y,
10050574,Hipermelanosis,10040865,,,,,,,Y,
10050584,Contusión,10050584,,,,,,,Y,
10050800,Dolor neurogénico,10029223,,,,,,,Y,
10051797,Dolor cutáneo a la palpación,10033474,,,,,,,Y,
10052060,Dolor en la columna vertebral,10006002,,,,,,,Y,
10052102,Cecear,10041466,,,,,,,Y,
10052411,Dolor que irradia,10033371,,,,,,,Y,
10052625,Anoréxico,10061428,,,,,,,Y,
10054095,Dolor neuropático,10029223,,,,,,,Y,
10054500,Edema palmar,10030124,,,,,,,Y,
10054524,Síndrome de eritrodisestesia palmar-plantar,10033553,,,,,,,Y,
10054868,Sequedad gingival,10013781,,,,,,,Y,
10055422,Diarrea acuosa,10012735,,,,,,,Y,
10055543,Orina color negro,10008796,,,,,,,Y,
10055544,Orina color amarillo,10008796,,,,,,,Y,
10055564,Respiración forzada o costosa,10013968,,,,,,,Y,
10055917,Edema de extremidades,10030124,,,,,,,Y,
10055920,Edema de dedos,10030124,,,,,,,Y,
10055950,Edema de pies,10030124,,,,,,,Y,
10056121,Cambio de color de uñas,10028692,,,,,,,Y,
10056126,Cambio de color de la orina,10008796,,,,,,,Y,
10056127,Cambio de color de uñas de la mano,10028692,,,,,,,Y,
10056238,Dolor fantasma,10056238,,,,,,,Y,
10057057,Dermatitis por fotocontacto,10034972,,,,,,,Y,
10057066,Orgasmo demorado,10031085,,,,,,,Y,
10057094,Anomalía de la secreción vaginal,10046901,,,,,,,Y,
10057289,Orofaringitis,10034835,,,,,,,Y,
10058058,Sensación de escozor perineal,10061339,,,,,,,Y,
10058129,Orina parda,10008796,,,,,,,Y,
10058204,Edema de mano,10030124,,,,,,,Y,
10058474,Irritación de la mucosa oral,10042128,,,,,,,Y,
10059004,Flema,10062717,,,,,,,Y,
10059050,Dolor intratable,10033371,,,,,,,Y,
10059080,Reacción en el lugar de inyección de una vacuna,10059080,,,,,,,Y,
10059272,Deseo sexual disminuido,10024419,,,,,,,Y,
10059295,Sequedad de cuero cabelludo,10013786,,,,,,,Y,
10059404,Orgasmo doloroso,10031085,,,,,,,Y,
10059488,Discurso alterado,10041466,,,,,,,Y,
10059639,Obstrucción laríngea,10059639,,,,,,,Y,
10059666,Tos de fumador,10011224,,,,,,,Y,
10059723,Dolor de muelas,10044055,,,,,,,Y,
10060442,Edema de las extremidades,10030124,,,,,,,Y,
10060695,Orina residual,10060695,,,,,,,Y,
10060800,Acaloramiento,10060800,,,,,,,Y,
10060817,Visión ensombrecida,10047513,,,,,,,Y,
10060818,Visión nebulosa,10047513,,,,,,,Y,
10060901,Adelgazamiento ungueal,10028694,,,,,,,Y,
10061103,Dermatitis por radiación,10063562,,,,,,,Y,
10061339,Dolor perineal,10061339,,,,,,,Y,
10061461,Disfunción eréctil,10061461,,,,,,,Y,
10062225,Dolor en tracto urinario,10062225,,,,,,,Y,
10062283,Estriación ungueal,10048886,,,,,,,Y,
10062428,Sensación de dolor generalizada,10033371,,,,,,,Y,
10062441,Dolores musculares generalizados,10028411,,,,,,,Y,
10062661,Manos sudorosas,10020642,,,,,,,Y,
10062717,Secreción aumentada de vías aéreas superiores,10062717,,,,,,,Y,
10062975,Neuropatía sensorial,10034620,,,,,,,Y,
10063069,Eritema palmo-plantar,10033553,,,,,,,Y,
10063190,Mucositis rectal,10036774,,,,,,,Y,
10063455,Ingurgitación de la mucosa nasal,10028735,,,,,,,Y,
10063467,Insomnio transitorio,10022437,,,,,,,Y,
10063562,Lesión cutánea por radiación,10063562,,,,,,,Y,
10063640,Quemadura por radiación,10063562,,,,,,,Y,
10063962,Olor del sudor anormal,10040904,,,,,,,Y,
10063964,Olor del sudor anormal,10040904,,,,,,,Y,
10064130,Xerosis cutánea,10013786,,,,,,,Y,
10064731,Pérdida de pelo corporal,10001760,,,,,,,Y,
10065017,Dolor óseo a la presión,10006002,,,,,,,Y,
10065061,Picazón cutánea,10033474,,,,,,,Y,
10065260,Uñas quebradizas,10048886,,,,,,,Y,
10065309,Calambre premenstrual,10000081,,,,,,,Y,
10065347,Dolor premenstrual,10033371,,,,,,,Y,
10065601,Defecación involuntaria,10016092,,,,,,,Y,
10065946,Fotosensibilidad ocular,10034960,,,,,,,Y,
10066097,Hipo intratable,10020039,,,,,,,Y,
10066197,Anorexia postquimioterapia,10061428,,,,,,,Y,
10066222,Tos paroxística,10011224,,,,,,,Y,
10066996,Corazón acelerado,10033557,,,,,,,Y,
10066998,Pirosis gastroseofágica,10013946,,,,,,,Y,
10067031,Dolor postcoito,10013941,,,,,,,Y,
10067036,Disminución en la frequencia de erecciones,10061461,,,,,,,Y,
10067054,Diarrea pastosa,10012735,,,,,,,Y,
10067561,Hiposexualidad,10024419,,,,,,,Y,
10067775,Obstrucción de vía aérea superior,10067775,,,,,,,Y,
10068211,Alteración del color de las uñas de los pies,10028692,,,,,,,Y,
10068310,Ulcera en miembro inferior,10040943,,,,,,,Y,
10068319,Dolor orofaríngeo,10068319,,,,,,,Y,
10069055,Dolor vulvovaginal,10069055,,,,,,,Y,
