llt_code,llt_name,pt_code,llt_whoart_code,llt_harts_code,llt_costart_sym,llt_icd9_code,llt_icd9cm_code,llt_icd10_code,llt_currency,llt_jart_code
10034960,Photophobia,10034960,250001,4140,PHOTOPHOBIA,,,,Y,366
10034963,Photosensitive dermatitis,10034972,,1417,,,,,Y,
10034964,Photosensitive rash,10034972,,,,,,,Y,
10034965,Photosensitive reaction,10034972,,,,,,,Y,
10034966,Photosensitivity,10034972,,,,,,,Y,25301
10034972,Photosensitivity reaction,10034972,22001,3919,PHOTOSENSITIVITY,,,,Y,253
10034975,Photosensitized,10034972,,,,,,,Y,
10034977,Phototoxicity,10034972,,,,,,,Y,
10035049,Pimples,10000496,,,ACNE,,,,Y,
10035613,Pleural pain,10035623,526001,,PAIN,,,,Y,159
10035623,Pleuritic pain,10035623,,,,,,,Y,
10036149,Poor concentration,10013496,,,,,,,Y,
10036464,Pounding in head,10019211,,,,,,,Y,
10036774,Proctitis,10036774,321001,4290,PROCTITIS,,,,Y,652
10036968,Prostatic pain,10036968,,,,,,,Y,
10037086,Pruritis,10037087,,,,,,,Y,
10037087,Pruritus,10037087,24001,,,,,,Y,
10037660,Pyrexia,10037660,725004,,FEVER,,,,Y,75402
10037730,Queasy,10028813,,,NAUSEA,,,,Y,
10037769,Radiation skin sensitivity,10063562,,,,,,,Y,
10037847,Rash acneiform,10012432,1004,,,,,,Y,29909
10037868,Rash maculo-papular,10037868,30001,,RASH MAC PAP,,,,Y,759
10037883,Rash photosensitivity,10034972,,,PHOTOSENSITIVITY,,,,Y,
10037895,Rash urticaria-like,10046735,,,,,,,Y,49503
10037896,Rash urticarial,10046735,,,URTICARIA,,,,Y,
10038035,Rectal bleeding,10038063,1014003,2415,HEM RECTAL,,,,Y,216001
10038063,Rectal haemorrhage,10038063,,,,,,,Y,
10038197,Red urine,10008796,,,,,,,Y,21805
10038652,Respiration irregularity,10038683,,,,,,,Y,104301
10038653,Respiration labored,10013968,514005,,DYSPNEA,,,,Y,26907
10038654,Respiration laboured,10013968,,,,,,,Y,
10038683,Respiratory disorder,10038683,536001,4490,RESPIRAT DIS,,,,Y,270
10038743,Restlessness,10038743,,,NERVOUSNESS,,,,Y,
10038784,Retention urine,10046555,,,,,,,Y,
10039071,Rheumatism (joints only),10003239,,,ARTHRITIS RHEUMAT,,,,Y,
10039101,Rhinorrhoea,10039101,539006,,,,,,Y,76715
10039176,Rigoring,10008531,,,,,,,Y,
10039177,Rigors,10008531,731001,,CHILLS,,,,Y,64
10039183,Ringing in ears,10043882,264009,,TINNITUS,,,,Y,35608
10039235,Rough facial skin,10013786,,,,,,,Y,
10039296,Runny nose,10039101,,,,,,,Y,
10039354,Sacro-iliac pain,10003239,717009,,PAIN BACK,,,,Y,74401
10039521,Scalp tenderness,10033474,113007,,,,,,Y,61807
10039757,Scrotal pain,10039757,1500003,,PAIN,,,,Y,269901
10039950,Semi-coma,10012373,151003,,STUPOR,,,,Y,28801
10039951,Semi-conscious,10012373,,,,,,,Y,
10040011,Sensitivity of gums,10018286,,,,,,,Y,
10040019,Sensorium decreased,10012373,,,STUPOR,,,,Y,
10040039,Sensory peripheral neuropathy,10034620,,,,,,,Y,
10040481,Sexual feeling decreased,10024419,,,,,,,Y,51101
10040527,Shakiness,10044565,,,NERVOUSNESS,,,,Y,
10040528,Shaking,10044565,154010,,TREMOR,,,,Y,47501
10040530,Shaking of hands,10044565,,,,,,,Y,
10040558,Shivering,10008531,731003,,CHILLS,,,,Y,6403
10040559,Shivers,10008531,731005,,,,,,Y,6404
10040596,Short of breath,10013968,,,,,,,Y,
10040618,Shoulder pain (due joint disorder),10003239,,,,,,,Y,
10040777,Skeletal pain,10006002,1347001,,PAIN,,,,Y,2283
10040835,Skin dry,10013786,1123001,,SKIN DRY,,,,Y,1100
10040850,Skin flushed,10016825,207006,,VASODILAT,,,,Y,64808
10040865,Skin hyperpigmentation,10040865,36003,,SKIN DISCOLOR,,,,Y,78704
10040903,Skin odor abnormal,10040904,39001,,BODY ODOR,,,,Y,784
10040904,Skin odour abnormal,10040904,,,,,,,Y,
10040917,Skin rough,10013786,,,,,,,Y,78512
10040918,Skin roughness,10013786,,,,,,,Y,78508
10040925,Skin striae,10040925,40001,4670,SKIN STRIAE,,,,Y,783
10040943,Skin ulcer,10040943,,5215,ULCER SKIN,,,,Y,
10040947,Skin ulceration,10040943,41001,,ULCER SKIN,,,,Y,779
10040982,Sleep decreased,10022437,183006,,INSOMNIA,,,,Y,82203
10040983,Sleep difficult,10022437,183007,,INSOMNIA,,,,Y,82204
10041001,Sleep loss,10022437,,,,,,,Y,
10041017,Sleeplessness,10022437,183004,,INSOMNIA,,,,Y,82209
10041219,Smelly body,10040904,,,BODY ODOR,,,,Y,
10041221,Smelly feet,10040904,,,,,,,Y,
10041353,Sore back,10003988,,,,,,,Y,
10041354,Sore breasts,10006298,,,,,,,Y,
10041356,Sore eye,10015958,,,,,,,Y,
10041357,Sore eyes,10015958,,,,,,,Y,
10041358,Sore feet,10033425,,,,,,,Y,
10041359,Sore gums,10018286,,,,,,,Y,
10041362,Sore mouth,10031009,,3937,,,,,Y,
10041367,Sore throat,10068319,,3944,PHARYNGITIS,,,,Y,
10041371,Soreness gum,10018286,,,GINGIVITIS,,,,Y,
10041372,Soreness in eyes,10015958,,,,,,,Y,
10041466,Speech disorder,10041466,150001,4685,SPEECH DIS,,,,Y,225
10042012,Sterility,10021926,,,FERTIL DEC FEM,,,,Y,
10042023,Steroid acne,10000496,,,,,,,Y,29905
10042066,Stinging,10033371,,,PARESTHESIA,,,,Y,
10042068,Stinging sensation in eyes,10015958,,,,,,,Y,
10042079,Stomach burning sensation of,10013946,,,,,,,Y,81202
10042106,Stomach fullness,10000060,,,,,,,Y,38401
10042128,Stomatitis,10042128,327001,4800,STOMATITIS,528,528,,Y,257
10042156,Stools loose,10012735,205004,,DIARRHEA,,,,Y,22202
10042157,Stools watery,10012735,205003,,DIARRHEA,,,,Y,22201
10042209,Stress,10042209,,,,,,,Y,
10042223,Striae,10040925,,,SKIN STRIAE,,,,Y,78302
10042227,Striae skin,10040925,,,SKIN STRIAE,,,,Y,
10042493,Sun blister,10034972,,,,,,,Y,
10042494,Sun sensitivity,10034972,,,,,,,Y,
10042504,Superficial burn,10053615,,,,,,,Y,
10042645,Swallowing difficult,10013950,280005,,DYSPHAGIA,,,,Y,5901
10042646,Swallowing disorder,10013950,,,DYSPHAGIA,,,,Y,
10042647,Swallowing impaired,10013950,280007,,DYSPHAGIA,,,,Y,5903
10042649,Swallowing spasm,10013950,280006,,DYSPHAGIA,,,,Y,5902
10042651,Swaying feeling,10013573,,,,,,,Y,
10042661,Sweating,10020642,,,SWEAT,,,,Y,
10042663,Sweating attack,10020642,,,,,,,Y,
10042664,Sweating decreased,10021013,1298001,4840,SWEAT DEC,,,,Y,2366
10042665,Sweating easily,10020642,,,,,,,Y,74901
10042667,Sweating increased,10020642,43001,4835,SWEAT,,,,Y,749
10042670,Sweaty,10020642,,,,,,,Y,
10042679,Swelling abdomen,10000060,,,ABDO ENLARGE,,,,Y,
10042680,Swelling arm,10030124,,,,,,,Y,
10042693,Swelling of feet,10030124,,,,,,,Y,
10042694,Swelling of fingers,10030124,,,,,,,Y,
10042695,Swelling of hands,10030124,,,,,,,Y,
10042700,Swelling of legs,10030124,,,,,,,Y,
10042701,Swelling of limb,10030124,,,,,729.81,,Y,
10042702,Swelling of limbs,10030124,,,,,,,Y,84903
10042714,Swollen abdomen,10000060,711003,,ABDO ENLARGE,,,,Y,81401
10042716,Swollen arm,10030124,,,,,,,Y,
10042726,Swollen thumb,10030124,,,,,,,Y,
10043123,Taste abnormality,10013911,,,,,,,Y,85509
10043126,Taste altered,10013911,,,,,,,Y,
10043127,Taste bitter,10013911,267003,,TASTE PERVERS,,,,Y,85503
10043129,Taste changed,10013911,,,,,,,Y,
10043132,Taste disturbance,10013911,,,,,,,Y,
10043133,Taste garlic,10013911,267004,,TASTE PERVERS,,,,Y,85508
10043135,Taste metallic,10013911,267005,,TASTE PERVERS,,,,Y,85502
10043136,Taste peculiar,10013911,267006,,TASTE PERVERS,,,,Y,85501
10043139,Taste salty,10013911,,,,,,,Y,85506
10043140,Taste sour,10013911,,,,,,,Y,85512
10043141,Taste sweet,10013911,,,,,,,Y,85511
10043171,Tearing eyes,10023644,,,LACRIMATION DIS,,,,Y,
10043172,Teary eyes,10023644,,,,,,,Y,
10043174,Teeth chattering,10008531,,,,,,,Y,
10043208,Temporal headache,10019211,,,HEADACHE,,,,Y,
10043215,Temporomandibular joint arthralgia,10003239,,,,,,,Y,
10043228,Tenderness eye,10015958,,,PAIN EYE,,,,Y,
10043230,Tenderness muscle,10028411,,,MYALGIA,,,,Y,
10043345,Testicular pain,10043345,1500001,,,,,,Y,2699
10043520,Throat infection,10034835,543003,,,,,,Y,38501
10043524,Throat sore,10068319,523004,,PHARYNGITIS,,,,Y,3607
10043858,Tightness in chest,10008469,,,PAIN CHEST,,,,Y,
10043876,Tingling,10033775,,,PARESTHESIA,,,,Y,
10043882,Tinnitus,10043882,264001,5050,TINNITUS,388.3,388.3,,Y,356
10043885,Tired all the time,10016256,,,,,,,Y,
10043889,Tired out,10016256,,,,,,,Y,
10043890,Tiredness,10016256,724005,,ASTHENIA,,,,Y,80005
10043990,Tongue tremor,10044565,330003,,,,,,Y,53101
10044017,Tooth ache,10044055,1376001,,,,,,Y,1053
10044034,Tooth disorder,10044034,336001,5065,TOOTH DIS,,,,Y,307
10044055,Toothache,10044055,,,PAIN,,,,Y,
10044562,Tremble,10044565,,,,,,,Y,
10044563,Trembling,10044565,,,TREMOR,,,,Y,
10044565,Tremor,10044565,154001,5080,TREMOR,,,,Y,475
10044580,Tremulousness,10044565,,,TREMOR,,,,Y,
10045303,Ulcer foot,10040943,,,,,,,Y,
10045334,Ulcer skin,10040943,,,ULCER SKIN,,,,Y,
10045373,Ulcers of extremities,10040943,,,,,,,Y,1051
10045473,Unable to focus,10047513,,,,,,,Y,
10046461,Urethral pain,10046461,625003,3945,PAIN URETHRA,,,,Y,71502
10046497,Urgency urination,10027566,,,URIN URGENCY,,,,Y,
10046539,Urinary frequency,10036018,606003,,URIN FREQUENCY,,788.41,,Y,261002
10046543,Urinary incontinence,10046543,156001,2895,INCONTIN URIN,,,,Y,709
10046555,Urinary retention,10046555,157001,5285,URIN RETENT,,,,Y,710
10046593,Urinary urgency,10027566,606004,5295,URIN URGENCY,,,,Y,261003
10046602,Urination involuntary,10046543,156006,,INCONTIN URIN,,,,Y,70904
10046604,Urination urgency of,10027566,,,URIN URGENCY,,,,Y,
10046628,Urine discoloration,10008796,,,URIN ABNORM,,,,Y,
10046629,Urine discolouration,10008796,629003,,,,,,Y,70709
10046645,Urine incontinence,10046543,156005,,INCONTIN URIN,,,,Y,70907
10046735,Urticaria,10046735,44001,5305,URTICARIA,708,708,,Y,495
10046737,Urticaria acute,10046735,45001,,URTICARIA,,,,Y,143
10046758,Urticarial rash,10046735,,,,,,,Y,
10046759,Urticarial symptom,10046735,,,,,,,Y,49505
10046809,Uterine pain,10046809,,,,,,,Y,
10046883,Vaginal bleeding,10046910,,,,,,,Y,
10046901,Vaginal discharge,10046901,654005,,LEUKORRHEA,,,,Y,74505
10046910,Vaginal haemorrhage,10046910,668001,,HEM VAGINAL,,,,Y,623
10046937,Vaginal pain,10069055,1505004,,,,,,Y,271604
10047260,Venous ulceration,10040943,,,,,,,Y,
10047513,Vision blurred,10047513,257004,,AMBLYOPIA,,,,Y,40808
10047519,Vision double,10013036,241003,,DIPLOPIA,,,,Y,80701
10047523,Vision loss night,10029404,,,BLIND NIGHT,,,,Y,
10047569,Visual flashes,10034962,,,,,,,Y,
10047681,Voice alteration,10013952,103005,5435,VOICE ALTERAT,,,,Y,6602
10047682,Voice disturbance,10013952,,,,784.4,784.4,,Y,
10047699,Vomited,10047700,,,,,,,Y,
10047791,Vulvovaginal dryness,10047791,,,,,,,Y,
10047836,Water excessive loss of,10012174,,,DEHYDRAT,,,,Y,
10047844,Waterbrash,10013946,,,,,,,Y,
10047848,Watering eyes,10023644,,,,,,,Y,
10047849,Watery diarrhoea,10012735,,,,,,,Y,
10047862,Weakness,10003549,,,,,,,Y,86407
10047871,Weariness,10016256,724006,,ASTHENIA,,,,Y,80006
10047906,Welts,10046735,,,URTICARIA,,,,Y,
10047918,Wheals,10046735,44004,,URTICARIA,,,,Y,49504
10047921,Wheeze,10047924,,,,,,,Y,
10047923,Wheezes,10047924,511006,,,,,,Y,13209
10047924,Wheezing,10047924,,,ASTHMA,,,,Y,
10047927,Wheezy,10047924,,,,,,,Y,
10048018,Wooziness,10013573,101006,,DIZZINESS,,,,Y,86906
10048019,Woozy,10013573,,,,,,,Y,
10048024,Worn out,10016256,,,,,,,Y,
10048025,Worry,10002855,,,,,,,Y,
10048294,Mental status changes,10048294,,,,,,,Y,
10048677,Buttock pain,10028391,,,,,,,Y,
10048692,Wrist pain,10003239,,,,,,,Y,
10048746,Abdominal bloating,10000060,,,,,,,Y,
10048838,Soft stools,10012735,,,,,,,Y,
10048913,Joint tenderness,10003239,,,,,,,Y,
10048922,Ankle ulcer,10040943,,,,,,,Y,
10048959,Peripheral swelling,10030124,,,,,,,Y,
10048968,Occipital headache,10019211,,,,,,,Y,
10048969,Parietal headache,10019211,,,,,,,Y,
10048971,General body pain,10033371,,,,,,,Y,
10048973,Pain in thigh,10033425,,,,,,,Y,
10049034,Heel ulcer,10040943,,,,,,,Y,
10049120,Scalp pain,10033474,,,,,,,Y,
10049122,Premenstrual headache,10019211,,,,,,,Y,
10049136,Gastrointestinal cramps,10017999,,,,,,,Y,
10049200,Asthmatic wheezing,10047924,,,,,,,Y,
10049281,Nail loss,10049274,,,,,,,Y,
10049308,Sensitive mouth,10031009,,,,,,,Y,
10049309,Tender mouth,10031009,,,,,,,Y,
10049310,Stinging mouth,10031009,,,,,,,Y,
10049311,Burned mouth,10053615,,,,,,,Y,
10049318,Sores mouth,10042128,,,,,,,Y,
10049320,Sores roof of mouth,10042128,,,,,,,Y,
10049321,Redness mouth,10042128,,,,,,,Y,
10049322,Raw mouth,10042128,,,,,,,Y,
10049323,Irritation roof of mouth,10042128,,,,,,,Y,
10049324,Chapped mouth,10042128,,,,,,,Y,
10049325,Inflammation of mouth,10042128,,,,,,,Y,
10049328,Mouth broke out,10042128,,,,,,,Y,
10049329,Inflammation under tongue,10042128,,,,,,,Y,
10049332,Mouth puckered,10013781,,,,,,,Y,
10049340,Rash lips,10008417,,,,,,,Y,
10049342,Irritation lips,10008417,,,,,,,Y,
10049343,Raw lips,10008417,,,,,,,Y,
10049344,Redness corner of mouth,10008417,,,,,,,Y,
10049345,Inflammation lips,10008417,,,,,,,Y,
10049348,Soreness corner mouth,10042128,,,,,,,Y,
10049351,Sores lip,10008417,,,,,,,Y,
10049353,Numb lips,10057371,,,,,,,Y,
10049358,Tender lips,10024561,,,,,,,Y,
10049359,Stinging lips,10024561,,,,,,,Y,
10049360,Sensitive lips,10024561,,,,,,,Y,
10049400,Burning gum,10018286,,,,,,,Y,
10049401,Stinging gum,10018286,,,,,,,Y,
10049402,Throbbing gum,10018286,,,,,,,Y,
10049403,Ache gum,10018286,,,,,,,Y,
10049405,Irritation gum,10018286,,,,,,,Y,
10049503,Breast feeding problem (maternal),10061261,,,,,,,Y,
10049602,Maldigestion,10013946,,,,,,,Y,
10049875,Alertness decreased,10012373,,,,,,,Y,
10049898,Bowel cramps,10017999,,,,,,,Y,
10049900,Intestinal cramps,10017999,,,,,,,Y,
10049922,Fingernail discoloration,10028692,,,,,,,Y,
10050007,Shooting pain,10033371,,,,,,,Y,
10050064,Edema fingers,10030124,,,,,,,Y,
10050065,Edema hands,10030124,,,,,,,Y,
10050068,Edema limbs,10030124,,,,,,,Y,
10050492,Bowel incontinence,10016092,,,,,,,Y,
10050574,Hypermelanosis,10040865,,,,,,,Y,
10050584,Contusion,10050584,,,,,,,Y,
10050800,Neurogenic pain,10029223,,,,,,,Y,
10051797,Skin tenderness,10033474,,,,,,,Y,
10052060,Pain in spine,10006002,,,,,,,Y,
10052102,Lisp,10041466,,,,,,,Y,
10052411,Irradiating pain,10033371,,,,,,,Y,
10052625,Anorectic,10061428,,,,,,,Y,
10054095,Neuropathic pain,10029223,,,,,,,Y,
10054500,Edema palmar,10030124,,,,,,,Y,
10054524,Palmar-plantar erythrodysesthesia syndrome,10033553,,,,,,,Y,
10054868,Gingival dryness,10013781,,,,,,,Y,
10055422,Watery diarrhea,10012735,,,,,,,Y,
10055543,Urine coloring black,10008796,,,,,,,Y,
10055544,Urine coloring yellow,10008796,,,,,,,Y,
10055564,Labored respiration,10013968,,,,,,,Y,
10055917,Oedema extremities,10030124,,,,,,,Y,
10055920,Oedema fingers,10030124,,,,,,,Y,
10055950,Pedal oedema,10030124,,,,,,,Y,
10056121,Discolouration nail,10028692,,,,,,,Y,
10056126,Discolouration urine,10008796,,,,,,,Y,
10056127,Fingernail discolouration,10028692,,,,,,,Y,
10056238,Phantom pain,10056238,,,,,,,Y,
10057057,Photocontact dermatitis,10034972,,,,,,,Y,
10057066,Delayed orgasm,10031085,,,,,,,Y,
10057094,Vaginal discharge abnormality,10046901,,,,,,,Y,
10057289,Oropharyngitis,10034835,,,,,,,Y,
10058058,Perineal sensation of burning,10061339,,,,,,,Y,
10058129,Brown urine,10008796,,,,,,,Y,
10058204,Oedema hands,10030124,,,,,,,Y,
10058474,Oral mucosal irritation,10042128,,,,,,,Y,
10059004,Phlegm,10062717,,,,,,,Y,
10059050,Intractable pain,10033371,,,,,,,Y,
10059080,Vaccination site reaction,10059080,,,,,,,Y,
10059272,Sexual desire decreased,10024419,,,,,,,Y,
10059295,Dry scalp,10013786,,,,,,,Y,
10059404,Painful orgasm,10031085,,,,,,,Y,
10059488,Inappropriate speech,10041466,,,,,,,Y,
10059639,Laryngeal obstruction,10059639,,,,,,,Y,
10059666,Smoker's cough,10011224,,,,,,,Y,
10059723,Tooth pain,10044055,,,,,,,Y,
10060442,Oedema limbs,10030124,,,,,,,Y,
10060800,Hot flush,10060800,,,,,,,Y,
10060817,Cloudy vision,10047513,,,,,,,Y,
10060818,Hazy vision,10047513,,,,,,,Y,
10060901,Nail thinning,10028694,,,,,,,Y,
10061103,Dermatitis radiation,10063562,,,,,,,Y,
10061339,Perineal pain,10061339,,,,,,,Y,
10061461,Erectile dysfunction,10061461,,,,,,,Y,
10062225,Urinary tract pain,10062225,,,,,,,Y,
10062283,Nail ridging,10048886,,,,,,,Y,
10062428,Generalized aching,10033371,,,,,,,Y,
10062441,Generalized muscle aches,10028411,,,,,,,Y,
10062661,Sweaty hands,10020642,,,,,,,Y,
10062717,Increased upper airway secretion,10062717,,,,,,,Y,
10062975,Sensory neuropathy,10034620,,,,,,,Y,
10063069,Palmar-plantar erythema,10033553,,,,,,,Y,
10063190,Rectal mucositis,10036774,,,,,,,Y,
10063455,Nasal mucosal swelling,10028735,,,,,,,Y,
10063467,Transient insomnia,10022437,,,,,,,Y,
10063562,Radiation skin injury,10063562,,,,,,,Y,
10063640,Radiation burn,10063562,,,,,,,Y,
10063962,Sweat odor abnormal,10040904,,,,,,,Y,
10063964,Sweat odour abnormal,10040904,,,,,,,Y,
10064130,Skin xerosis,10013786,,,,,,,Y,
10064731,Body hair loss,10001760,,,,,,,Y,
10065017,Bone tenderness,10006002,,,,,,,Y,
10065061,Stinging skin,10033474,,,,,,,Y,
10065260,Splitting nails,10048886,,,,,,,Y,
10065309,Premenstrual cramps,10000081,,,,,,,Y,
10065347,Premenstrual pain,10033371,,,,,,,Y,
10065601,Involuntary bowel movement,10016092,,,,,,,Y,
10065946,Light sensitivity to eye,10034960,,,,,,,Y,
10066097,Intractable hiccups,10020039,,,,,,,Y,
10066197,Anorexia post chemotherapy,10061428,,,,,,,Y,
10066222,Paroxysmal cough,10011224,,,,,,,Y,
10066996,Heart racing,10033557,,,,,,,Y,
10066998,Gastroesophageal burning,10013946,,,,,,,Y,
10067031,Post coital pain,10013941,,,,,,,Y,
10067036,Decreased frequency of erections,10061461,,,,,,,Y,
10067054,Mushy diarrhea,10012735,,,,,,,Y,
10067561,Hyposexuality,10024419,,,,,,,Y,
10067775,Upper airway obstruction,10067775,,,,,,,Y,
10068211,Toenail discoloration,10028692,,,,,,,Y,
10068310,Leg ulcer,10040943,,,,,,,Y,
10068319,Oropharyngeal pain,10068319,,,,,,,Y,
10069055,Vulvovaginal pain,10069055,,,,,,,Y,
